merchant_id,total_sales,sales_use_coupon,total_coupon,merchant_min_distance,merchant_max_distance,merchant_mean_distance,merchant_median_distance,merchant_coupon_transfer_rate,coupon_rate
8580,38.0,8.0,41.0,0.0,10.0,1.625,0.5,0.1951219512195122,0.21052631578947367
6025,5.0,0.0,2.0,,,,,0.0,0.0
3939,105.0,5.0,32.0,0.0,3.0,1.25,1.0,0.15625,0.047619047619047616
3888,3.0,1.0,235.0,2.0,2.0,2.0,2.0,0.00425531914893617,0.3333333333333333
5280,1.0,0.0,1.0,,,,,0.0,0.0
1379,251.0,37.0,185.0,0.0,10.0,0.8064516129032258,0.0,0.2,0.14741035856573706
3532,877.0,63.0,602.0,0.0,3.0,0.06666666666666667,0.0,0.10465116279069768,0.07183580387685291
6885,52.0,12.0,50.0,0.0,5.0,0.8333333333333334,0.0,0.24,0.23076923076923078
3283,74.0,33.0,64.0,0.0,1.0,0.1724137931034483,0.0,0.515625,0.44594594594594594
7194,3.0,0.0,0.0,,,,,,0.0
7717,255.0,9.0,78.0,0.0,9.0,2.0,1.0,0.11538461538461539,0.03529411764705882
8533,6.0,0.0,7.0,,,,,0.0,0.0
2075,,0.0,1.0,,,,,0.0,
1553,,0.0,4.0,,,,,0.0,
979,,0.0,1.0,,,,,0.0,
4885,9.0,0.0,9.0,,,,,0.0,0.0
6735,55.0,5.0,52.0,0.0,1.0,0.25,0.0,0.09615384615384616,0.09090909090909091
8021,3.0,0.0,0.0,,,,,,0.0
3492,,0.0,2.0,,,,,0.0,
2634,12.0,1.0,100.0,0.0,0.0,0.0,0.0,0.01,0.08333333333333333
113,6.0,0.0,3.0,,,,,0.0,0.0
7647,1.0,0.0,0.0,,,,,,0.0
8517,4.0,0.0,2.0,,,,,0.0,0.0
4043,144.0,46.0,98.0,0.0,8.0,0.5,0.0,0.46938775510204084,0.3194444444444444
2854,19.0,0.0,26.0,,,,,0.0,0.0
6021,70.0,2.0,56.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.02857142857142857
5327,3.0,0.0,0.0,,,,,,0.0
6378,3.0,0.0,7.0,,,,,0.0,0.0
811,3.0,0.0,0.0,,,,,,0.0
8181,227.0,15.0,224.0,0.0,0.0,0.0,0.0,0.06696428571428571,0.06607929515418502
7838,16.0,4.0,102.0,0.0,2.0,1.0,1.0,0.0392156862745098,0.25
2842,1.0,0.0,1.0,,,,,0.0,0.0
8775,162.0,29.0,59.0,0.0,10.0,1.2,0.0,0.4915254237288136,0.17901234567901234
1832,2.0,0.0,2.0,,,,,0.0,0.0
2050,98.0,0.0,14.0,,,,,0.0,0.0
7909,16.0,2.0,67.0,0.0,1.0,0.5,0.5,0.029850746268656716,0.125
8211,2.0,0.0,277.0,,,,,0.0,0.0
6494,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143
744,25.0,0.0,24.0,,,,,0.0,0.0
6586,1.0,0.0,0.0,,,,,,0.0
5136,3.0,0.0,4.0,,,,,0.0,0.0
1956,3.0,0.0,0.0,,,,,,0.0
5591,285.0,15.0,109.0,0.0,1.0,0.13333333333333333,0.0,0.13761467889908258,0.05263157894736842
3706,20.0,1.0,103.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.05
6227,5.0,0.0,3.0,,,,,0.0,0.0
7913,52.0,2.0,42.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.038461538461538464
8292,10.0,0.0,5.0,,,,,0.0,0.0
5152,20.0,2.0,14.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.1
2852,16.0,0.0,5.0,,,,,0.0,0.0
6135,44.0,6.0,33.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635
2691,12.0,1.0,29.0,4.0,4.0,4.0,4.0,0.034482758620689655,0.08333333333333333
3449,7.0,0.0,2.0,,,,,0.0,0.0
904,22.0,5.0,16.0,0.0,0.0,0.0,0.0,0.3125,0.22727272727272727
6683,112.0,25.0,76.0,0.0,3.0,0.25,0.0,0.32894736842105265,0.22321428571428573
7221,91.0,9.0,101.0,0.0,10.0,2.857142857142857,0.0,0.0891089108910891,0.0989010989010989
3284,337.0,55.0,178.0,0.0,10.0,0.4230769230769231,0.0,0.3089887640449438,0.1632047477744807
7903,91.0,15.0,41.0,0.0,1.0,0.3076923076923077,0.0,0.36585365853658536,0.16483516483516483
961,2.0,0.0,1.0,,,,,0.0,0.0
7243,78.0,9.0,91.0,1.0,10.0,4.125,3.0,0.0989010989010989,0.11538461538461539
2020,9.0,1.0,31.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.1111111111111111
7098,1.0,0.0,0.0,,,,,,0.0
357,3.0,0.0,0.0,,,,,,0.0
8095,1.0,0.0,1.0,,,,,0.0,0.0
129,56.0,0.0,4.0,,,,,0.0,0.0
58,106.0,6.0,46.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.05660377358490566
6871,4.0,0.0,0.0,,,,,,0.0
4552,1.0,0.0,0.0,,,,,,0.0
187,10.0,0.0,0.0,,,,,,0.0
7113,153.0,1.0,183.0,3.0,3.0,3.0,3.0,0.00546448087431694,0.006535947712418301
3406,7.0,0.0,8.0,,,,,0.0,0.0
8316,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.25,0.25
660,2.0,0.0,0.0,,,,,,0.0
8844,31.0,0.0,4.0,,,,,0.0,0.0
8597,,0.0,1.0,,,,,0.0,
2550,1.0,0.0,1.0,,,,,0.0,0.0
1715,60.0,5.0,93.0,0.0,2.0,0.4,0.0,0.053763440860215055,0.08333333333333333
2202,1.0,0.0,0.0,,,,,,0.0
8651,2.0,0.0,1.0,,,,,0.0,0.0
6926,1.0,0.0,11.0,,,,,0.0,0.0
7312,1.0,0.0,1.0,,,,,0.0,0.0
1073,2.0,0.0,0.0,,,,,,0.0
1979,4.0,0.0,0.0,,,,,,0.0
4309,4.0,0.0,2.0,,,,,0.0,0.0
3792,28.0,0.0,9.0,,,,,0.0,0.0
4523,2.0,0.0,3.0,,,,,0.0,0.0
4356,92.0,6.0,76.0,0.0,10.0,2.2,0.0,0.07894736842105263,0.06521739130434782
6515,17.0,0.0,20.0,,,,,0.0,0.0
4314,18.0,0.0,16.0,,,,,0.0,0.0
1898,4.0,0.0,0.0,,,,,,0.0
398,3.0,1.0,55.0,4.0,4.0,4.0,4.0,0.01818181818181818,0.3333333333333333
3679,11.0,0.0,82.0,,,,,0.0,0.0
3550,27.0,1.0,29.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.037037037037037035
866,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.4,0.2222222222222222
7428,31.0,1.0,10.0,0.0,0.0,0.0,0.0,0.1,0.03225806451612903
3453,11.0,0.0,1.0,,,,,0.0,0.0
1525,3.0,0.0,0.0,,,,,,0.0
451,16.0,2.0,15.0,2.0,5.0,3.5,3.5,0.13333333333333333,0.125
1735,17.0,1.0,27.0,3.0,3.0,3.0,3.0,0.037037037037037035,0.058823529411764705
2479,16.0,2.0,7.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.125
1256,8.0,0.0,0.0,,,,,,0.0
209,46.0,25.0,217.0,0.0,10.0,0.6666666666666666,0.0,0.1152073732718894,0.5434782608695652
5474,2.0,0.0,2.0,,,,,0.0,0.0
7078,6.0,0.0,0.0,,,,,,0.0
1125,186.0,5.0,46.0,0.0,4.0,2.2,2.0,0.10869565217391304,0.026881720430107527
1352,13.0,0.0,0.0,,,,,,0.0
4675,16.0,0.0,0.0,,,,,,0.0
5223,1.0,0.0,0.0,,,,,,0.0
5294,4.0,0.0,2.0,,,,,0.0,0.0
6604,1.0,0.0,1.0,,,,,0.0,0.0
4777,3.0,0.0,0.0,,,,,,0.0
4909,1.0,0.0,169.0,,,,,0.0,0.0
5870,15.0,2.0,7.0,0.0,6.0,3.0,3.0,0.2857142857142857,0.13333333333333333
380,89.0,8.0,31.0,0.0,1.0,0.2,0.0,0.25806451612903225,0.0898876404494382
1807,15.0,0.0,7.0,,,,,0.0,0.0
7369,7.0,0.0,7.0,,,,,0.0,0.0
2104,7.0,0.0,1.0,,,,,0.0,0.0
4661,24.0,1.0,2.0,10.0,10.0,10.0,10.0,0.5,0.041666666666666664
2272,1.0,0.0,0.0,,,,,,0.0
1118,,0.0,2.0,,,,,0.0,
3416,1.0,0.0,0.0,,,,,,0.0
5045,51.0,6.0,11.0,0.0,1.0,0.3333333333333333,0.0,0.5454545454545454,0.11764705882352941
7319,8.0,0.0,0.0,,,,,,0.0
1072,28.0,3.0,38.0,0.0,5.0,2.5,2.5,0.07894736842105263,0.10714285714285714
6858,4.0,0.0,0.0,,,,,,0.0
1440,17.0,0.0,0.0,,,,,,0.0
1157,3.0,0.0,4.0,,,,,0.0,0.0
913,7.0,0.0,0.0,,,,,,0.0
6298,,0.0,1.0,,,,,0.0,
5199,11.0,0.0,0.0,,,,,,0.0
6047,1.0,0.0,0.0,,,,,,0.0
3813,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
4823,,0.0,2.0,,,,,0.0,
2610,50.0,6.0,20.0,0.0,2.0,0.6666666666666666,0.0,0.3,0.12
5907,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.5
4449,1.0,0.0,0.0,,,,,,0.0
6210,,0.0,2.0,,,,,0.0,
970,33.0,5.0,21.0,0.0,1.0,0.2,0.0,0.23809523809523808,0.15151515151515152
4579,121.0,7.0,14.0,0.0,0.0,0.0,0.0,0.5,0.05785123966942149
797,85.0,3.0,17.0,0.0,2.0,1.3333333333333333,2.0,0.17647058823529413,0.03529411764705882
5801,,0.0,1.0,,,,,0.0,
6575,4.0,0.0,0.0,,,,,,0.0
1211,1.0,0.0,0.0,,,,,,0.0
8276,3.0,0.0,0.0,,,,,,0.0
5601,1.0,0.0,1.0,,,,,0.0,0.0
5377,,0.0,1.0,,,,,0.0,
6372,4.0,1.0,5.0,,,,,0.2,0.25
7422,18.0,8.0,58.0,1.0,10.0,4.25,4.0,0.13793103448275862,0.4444444444444444
7046,3.0,0.0,0.0,,,,,,0.0
984,52.0,0.0,0.0,,,,,,0.0
4191,3.0,0.0,3.0,,,,,0.0,0.0
3236,,0.0,1.0,,,,,0.0,
3673,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842
6481,3.0,0.0,1.0,,,,,0.0,0.0
1993,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
1803,19.0,0.0,0.0,,,,,,0.0
3362,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07692307692307693
8206,8.0,0.0,0.0,,,,,,0.0
3251,87.0,4.0,26.0,0.0,1.0,0.25,0.0,0.15384615384615385,0.04597701149425287
7279,10.0,2.0,6.0,0.0,5.0,2.5,2.5,0.3333333333333333,0.2
4785,2.0,0.0,0.0,,,,,,0.0
6358,1.0,0.0,1.0,,,,,0.0,0.0
207,2.0,0.0,4.0,,,,,0.0,0.0
5113,10.0,0.0,49.0,,,,,0.0,0.0
2434,16.0,0.0,0.0,,,,,,0.0
7613,44.0,0.0,2.0,,,,,0.0,0.0
1948,,0.0,1.0,,,,,0.0,
4370,4.0,0.0,4.0,,,,,0.0,0.0
7921,43.0,0.0,0.0,,,,,,0.0
7483,84.0,14.0,72.0,0.0,2.0,0.14285714285714285,0.0,0.19444444444444445,0.16666666666666666
1860,10.0,0.0,16.0,,,,,0.0,0.0
42,44.0,2.0,12.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.045454545454545456
7910,64.0,12.0,61.0,0.0,1.0,0.25,0.0,0.19672131147540983,0.1875
17,14.0,0.0,8.0,,,,,0.0,0.0
5520,9.0,0.0,5.0,,,,,0.0,0.0
4787,9.0,0.0,0.0,,,,,,0.0
7439,1.0,0.0,0.0,,,,,,0.0
4074,2.0,0.0,0.0,,,,,,0.0
7605,37.0,3.0,22.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.08108108108108109
1786,,0.0,2.0,,,,,0.0,
8305,46.0,0.0,2.0,,,,,0.0,0.0
6650,41.0,0.0,33.0,,,,,0.0,0.0
5289,1.0,0.0,10.0,,,,,0.0,0.0
958,3.0,0.0,0.0,,,,,,0.0
2080,6.0,0.0,7.0,,,,,0.0,0.0
3276,1.0,0.0,1.0,,,,,0.0,0.0
2660,4.0,0.0,0.0,,,,,,0.0
3971,5.0,0.0,0.0,,,,,,0.0
8433,8.0,0.0,0.0,,,,,,0.0
939,34.0,0.0,1.0,,,,,0.0,0.0
5788,3.0,0.0,0.0,,,,,,0.0
1905,10.0,0.0,4.0,,,,,0.0,0.0
4249,5.0,0.0,0.0,,,,,,0.0
8536,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2
4037,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333
2667,12.0,3.0,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25
5602,1.0,0.0,0.0,,,,,,0.0
2813,70.0,10.0,47.0,0.0,1.0,0.3,0.0,0.2127659574468085,0.14285714285714285
122,10.0,0.0,4.0,,,,,0.0,0.0
1194,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.25,0.2857142857142857
1472,4.0,0.0,0.0,,,,,,0.0
2285,14.0,1.0,9.0,,,,,0.1111111111111111,0.07142857142857142
7487,32.0,1.0,38.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.03125
8025,1.0,0.0,1.0,,,,,0.0,0.0
1188,6.0,0.0,0.0,,,,,,0.0
1892,29.0,1.0,27.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.034482758620689655
503,1.0,0.0,1.0,,,,,0.0,0.0
87,5.0,0.0,5.0,,,,,0.0,0.0
420,4.0,0.0,0.0,,,,,,0.0
8144,9.0,1.0,2.0,,,,,0.5,0.1111111111111111
8216,1.0,0.0,3.0,,,,,0.0,0.0
281,3.0,0.0,6.0,,,,,0.0,0.0
2407,2.0,0.0,0.0,,,,,,0.0
1430,1.0,0.0,0.0,,,,,,0.0
4942,1.0,0.0,2.0,,,,,0.0,0.0
8022,20.0,1.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05
3847,11.0,0.0,1.0,,,,,0.0,0.0
3035,11.0,0.0,5.0,,,,,0.0,0.0
346,8.0,0.0,0.0,,,,,,0.0
3815,10.0,0.0,0.0,,,,,,0.0
3533,23.0,0.0,0.0,,,,,,0.0
3390,,0.0,5.0,,,,,0.0,
6597,62.0,3.0,7.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.04838709677419355
7374,,0.0,4.0,,,,,0.0,
391,29.0,1.0,14.0,2.0,2.0,2.0,2.0,0.07142857142857142,0.034482758620689655
8594,,0.0,2.0,,,,,0.0,
4758,1.0,0.0,0.0,,,,,,0.0
5393,2.0,0.0,0.0,,,,,,0.0
547,15.0,0.0,1.0,,,,,0.0,0.0
7470,,0.0,1.0,,,,,0.0,
2029,1.0,0.0,0.0,,,,,,0.0
5472,15.0,0.0,0.0,,,,,,0.0
6825,6.0,0.0,14.0,,,,,0.0,0.0
1494,6.0,0.0,0.0,,,,,,0.0
4384,1.0,0.0,0.0,,,,,,0.0
4498,2.0,1.0,3.0,10.0,10.0,10.0,10.0,0.3333333333333333,0.5
8353,4.0,0.0,3.0,,,,,0.0,0.0
931,3.0,0.0,0.0,,,,,,0.0
96,13.0,0.0,0.0,,,,,,0.0
1208,12.0,0.0,0.0,,,,,,0.0
3872,3.0,0.0,0.0,,,,,,0.0
3447,13.0,0.0,6.0,,,,,0.0,0.0
8291,1.0,0.0,1.0,,,,,0.0,0.0
7357,3.0,0.0,0.0,,,,,,0.0
1598,4.0,0.0,0.0,,,,,,0.0
1300,4.0,0.0,1.0,,,,,0.0,0.0
618,18.0,0.0,0.0,,,,,,0.0
5212,5.0,0.0,0.0,,,,,,0.0
2622,42.0,5.0,11.0,0.0,1.0,0.2,0.0,0.45454545454545453,0.11904761904761904
4515,12.0,0.0,5.0,,,,,0.0,0.0
3145,3.0,0.0,0.0,,,,,,0.0
892,13.0,0.0,0.0,,,,,,0.0
8702,1.0,0.0,1.0,,,,,0.0,0.0
6092,11.0,0.0,0.0,,,,,,0.0
4081,2.0,0.0,0.0,,,,,,0.0
2144,2.0,0.0,2.0,,,,,0.0,0.0
7209,6.0,0.0,0.0,,,,,,0.0
5449,3.0,0.0,0.0,,,,,,0.0
1448,3.0,0.0,3.0,,,,,0.0,0.0
952,3.0,0.0,3.0,,,,,0.0,0.0
4116,22.0,0.0,0.0,,,,,,0.0
2540,8.0,0.0,0.0,,,,,,0.0
4155,14.0,3.0,14.0,0.0,10.0,3.6666666666666665,1.0,0.21428571428571427,0.21428571428571427
6316,1.0,0.0,0.0,,,,,,0.0
3202,8.0,0.0,0.0,,,,,,0.0
1580,10.0,0.0,0.0,,,,,,0.0
1060,5.0,0.0,0.0,,,,,,0.0
1185,1.0,0.0,0.0,,,,,,0.0
771,1.0,0.0,0.0,,,,,,0.0
1002,3.0,0.0,3.0,,,,,0.0,0.0
6480,8.0,0.0,0.0,,,,,,0.0
5032,1.0,0.0,0.0,,,,,,0.0
4583,,0.0,1.0,,,,,0.0,
2745,,0.0,1.0,,,,,0.0,
3527,15.0,2.0,9.0,2.0,2.0,2.0,2.0,0.2222222222222222,0.13333333333333333
3641,3.0,0.0,0.0,,,,,,0.0
3670,2.0,0.0,0.0,,,,,,0.0
7222,,0.0,5.0,,,,,0.0,
8678,7.0,0.0,2.0,,,,,0.0,0.0
4808,6.0,0.0,0.0,,,,,,0.0
3836,2.0,0.0,0.0,,,,,,0.0
4070,33.0,9.0,23.0,0.0,2.0,0.4,0.0,0.391304347826087,0.2727272727272727
517,52.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.11538461538461539
3823,1.0,0.0,0.0,,,,,,0.0
6513,8.0,0.0,6.0,,,,,0.0,0.0
2787,1.0,0.0,0.0,,,,,,0.0
2177,4.0,0.0,0.0,,,,,,0.0
180,4.0,0.0,0.0,,,,,,0.0
8662,27.0,0.0,0.0,,,,,,0.0
5074,19.0,0.0,19.0,,,,,0.0,0.0
5575,5.0,0.0,2.0,,,,,0.0,0.0
5256,72.0,33.0,52.0,0.0,1.0,0.46875,0.0,0.6346153846153846,0.4583333333333333
629,29.0,0.0,0.0,,,,,,0.0
6189,32.0,1.0,7.0,,,,,0.14285714285714285,0.03125
5821,1.0,0.0,2.0,,,,,0.0,0.0
6664,7.0,0.0,7.0,,,,,0.0,0.0
286,14.0,0.0,11.0,,,,,0.0,0.0
8636,1.0,0.0,0.0,,,,,,0.0
7550,12.0,0.0,0.0,,,,,,0.0
6749,3.0,0.0,3.0,,,,,0.0,0.0
6186,13.0,0.0,3.0,,,,,0.0,0.0
814,,0.0,5.0,,,,,0.0,
5408,8.0,0.0,4.0,,,,,0.0,0.0
5230,5.0,0.0,2.0,,,,,0.0,0.0
8186,3.0,0.0,2.0,,,,,0.0,0.0
7011,36.0,0.0,2.0,,,,,0.0,0.0
5420,1.0,0.0,0.0,,,,,,0.0
3075,7.0,0.0,6.0,,,,,0.0,0.0
1644,5.0,0.0,11.0,,,,,0.0,0.0
4687,20.0,1.0,5.0,1.0,1.0,1.0,1.0,0.2,0.05
1371,2.0,0.0,0.0,,,,,,0.0
674,2.0,0.0,1.0,,,,,0.0,0.0
2783,10.0,0.0,4.0,,,,,0.0,0.0
3857,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.3333333333333333,0.5
6882,2.0,0.0,0.0,,,,,,0.0
1916,6.0,0.0,1.0,,,,,0.0,0.0
1445,1.0,0.0,0.0,,,,,,0.0
7105,3.0,0.0,0.0,,,,,,0.0
2799,2.0,0.0,0.0,,,,,,0.0
1637,8.0,0.0,9.0,,,,,0.0,0.0
5265,4.0,1.0,4.0,4.0,4.0,4.0,4.0,0.25,0.25
2493,7.0,0.0,0.0,,,,,,0.0
6389,2.0,0.0,0.0,,,,,,0.0
2463,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4
4030,3.0,0.0,3.0,,,,,0.0,0.0
4584,21.0,0.0,3.0,,,,,0.0,0.0
5777,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285
8773,37.0,1.0,9.0,,,,,0.1111111111111111,0.02702702702702703
3088,10.0,0.0,0.0,,,,,,0.0
2726,1.0,0.0,2.0,,,,,0.0,0.0
171,102.0,11.0,96.0,0.0,4.0,0.7272727272727273,0.0,0.11458333333333333,0.10784313725490197
8224,1.0,0.0,0.0,,,,,,0.0
683,,0.0,6.0,,,,,0.0,
